R&D Spend,Administration,Marketing Spend,State,Profit
112255.43951389924,101850.09249857947,256344.25550825428,Canada,282575.8060075251
154193.4359909122,184518.26148590178,115334.90585887934,USA,241192.74375771132
98759.11927287815,121094.24603943086,88264.01600275413,India,211501.23951511676
104546.56587639882,150133.6607781541,110243.10453508768,India,195109.09611473998
85508.20367170993,75847.98068024448,93219.13107212726,USA,102555.26749438856
5083.825348819038,78843.35282130062,389792.23678337666,Canada,237683.01693922438
21578.28539866089,56130.29243997183,175062.62958336505,Germany,129256.19854025835
6285.83713734685,75340.25946082469,28921.338281698183,Germany,67886.47177062888
127282.08225275608,91788.5508547938,484551.31507040566,USA,385101.515619245
62871.196215265336,76551.57264151203,441892.94248171285,Germany,291439.7803258468
101714.13823294056,63305.38006355834,463876.1415976065,Canada,307815.0306784359
181513.2947852186,68095.38066509012,497453.9113232176,Canada,410185.7405435902
49858.44582977499,119116.81520490887,86947.62460974365,USA,102085.20444597847
82076.58460712594,80950.05776086888,198121.0094513294,Canada,177396.32074353166
151110.22770860975,104640.47915721132,379119.2378520456,India,353611.51292848616
45759.63309832449,125512.59062822853,348010.30902689614,USA,281664.7282676043
15395.981965758598,153559.2242944048,76947.95316992752,Canada,104751.96004235171
57950.29058275361,55896.82097616484,407916.56249530887,USA,243169.8987660031
32244.257450800884,169911.55983635638,112220.28591833034,Germany,141771.07023511562
185939.53046851463,144185.05842363616,111908.80741131154,Canada,271894.1753404714
161624.0759128834,62263.854792330785,268487.2114467068,India,270026.36480497173
126680.7513020847,181036.79361601657,296469.9674208516,Canada,301210.2795034402
174292.11803754355,188130.86007977198,290043.1039189056,USA,341188.26830800314
160734.4153798229,59161.69397822957,45743.41869887744,USA,153509.78358512113
37314.01177720717,91531.64722208056,438730.43131519016,Canada,289641.52792286215
178511.79969799556,170930.1919689592,132800.02129435304,India,258069.5450241051
107868.44838313015,162238.95355754875,64757.46064140209,India,175735.82397261035
161488.03103281252,77678.15290345659,444374.0399344886,India,356931.04710848926
179218.25998469864,81402.39850050655,477825.7491148767,USA,397959.03608888097
63600.694994372774,105570.8154187073,431063.8086327253,Canada,312531.3320940285
22010.384905535353,122678.4477786532,404758.03736243903,Germany,249334.19789740842
45587.032508388336,142738.2157295444,327620.99031951086,USA,277640.8629099975
85421.55772525126,105337.04593546587,275428.68530456966,India,229659.97890083358
163602.95318449862,119380.20741997218,43493.379955705066,Canada,192936.80926648082
172146.11665126868,162120.64072006347,204226.60653534936,India,307118.20544217044
1390.4261062381406,55502.480433589684,186344.258506157,Germany,82567.89960948529
102149.46051551314,87865.54165160311,129876.89188016311,India,137801.5006083575
83482.2006297558,157002.43788268286,361710.0568442925,India,264228.39399935387
44421.56209414605,184281.0256530799,247937.8675393854,Germany,240042.17320947716
23973.07346673656,126751.61631734992,40523.107953823965,Canada,66428.33472765726
67523.0342807256,129817.02278979735,110091.60097490567,USA,199173.32046233755
188581.94078250384,66075.8017009664,341629.381829798,Canada,330218.03207804426
64640.58640415104,117111.85502351819,38065.42974515009,Germany,109569.76656689208
103758.12434867321,129892.58996825348,425603.45702438435,India,365618.2040329643
140603.79177903556,86370.57554520946,247573.26350698716,Canada,302302.6956034673
72725.9204758588,90386.48464240714,240293.288663324,USA,246673.39763779912
194356.41654419212,106592.6244656934,296203.8923297588,Germany,359732.19135180395
192489.45898842224,53010.67966665896,412340.4829625746,Canada,396546.263088252
50356.45916507283,98311.87483747675,173904.60395109653,USA,168581.57074287324
99449.70117847709,81717.2010494817,339008.07627953176,Germany,289146.1809207248
60175.66196335393,99124.60282668719,282865.9819978955,USA,208287.1870910664
56968.098875493524,67964.31977288768,133514.13508471067,Germany,116356.86490617032
7377.389470906559,183579.09211098423,439314.993177579,India,280565.646650591
121912.86679597937,139038.8680331073,398713.01080346404,Canada,335194.7667979491
100535.8046457723,151865.34787167344,329225.91732921277,USA,281536.64575618075
10295.750249997871,168375.68579110072,425290.86454712093,Germany,285322.4871600233
55729.292847322286,124766.32983935859,433647.1004799012,USA,317942.9876410262
181653.17719333075,63038.04321311355,354181.4883575174,USA,343092.8366231943
47912.378133394486,130565.98127278217,418506.664181836,Canada,316303.6306005735
28978.97441824462,138026.16770313185,348735.73083464184,India,216125.11298018607
97890.5520555126,161815.9211276495,340070.3858801502,USA,293019.22173718567
197130.09082212014,114748.93193445192,309305.68910759216,Germany,332445.15037977166
48411.05430230008,69137.04541933456,376358.3197788206,Germany,210318.38461558954
134427.10948117572,92566.38586980867,79302.55264653685,India,173309.2659522976
152323.92306574353,104462.34445979526,440435.37959946424,Germany,370980.58142259985
47527.50879847993,146887.58619974018,435921.763872616,India,330318.15969985665
145643.26972237192,135616.7457003368,14623.641517279573,Germany,177127.6939377339
73556.62654385064,103414.50888467694,412908.3752823813,Canada,275840.1050550901
126461.16611871589,197977.28731894697,64434.933736722596,USA,229861.43728570186
126705.94215217893,140866.22290353308,167559.42712957095,Canada,251825.0080680956
107154.9368149517,85584.01876039917,371754.1281458039,USA,308918.17322235537
18057.95401088166,65267.370893060564,80379.9480241541,USA,69686.86651170392
167060.4991178476,72928.87087764981,408983.5120595311,USA,340830.03185286897
64156.01299434717,86893.65925767622,416067.08897887095,Canada,277982.31714079506
37303.70207997085,74102.20598893335,253733.8668804181,USA,200715.52929494946
8155.028310952784,77985.05360769587,3192.93585841679,Canada,69207.73277897156
118178.58863764837,92764.27530407706,143519.0665874564,India,224996.55736051378
135512.87236845648,76006.03929421323,308463.4591878711,Germany,275666.85084123915
3317.56578557123,184514.81369396378,490593.0890137117,Germany,280912.6925777218
102418.6116598562,62035.06184924633,315906.7635083342,USA,261316.51457505
45299.15503958759,128676.7084355382,129901.7905320799,Canada,104424.44451711443
129034.55808188998,111559.52404844922,317002.85154980567,Germany,301660.2837386452
34873.28580099829,197356.79253629097,269992.68985792773,Canada,219149.9596046764
138187.5476204932,66805.83532520785,389922.6975755718,Canada,316232.40744437795
77347.06926010748,109678.33985686125,53490.31941347921,USA,89632.25572654807
187345.9977473469,195420.56499130532,380513.951251014,Germany,409031.94545217045
27504.18882919865,179826.06888409704,270633.2893380551,USA,200613.79960437736
68213.2702100517,172560.81064239197,481496.00192949735,USA,323688.52361130185
22694.704248117814,88685.42405674097,170936.08301934303,Germany,72784.18785955507
184938.72365571256,75633.13810850987,316310.94656697405,Germany,328246.0955395973
175467.8706761962,150296.48298866465,466014.05275500874,India,453915.29974845564
51588.32554303112,189406.39836913787,51254.86399533963,India,156945.19623379348
131996.8092068358,133514.43395208946,468614.24361822556,Canada,370816.97422848287
163444.44004024318,135741.90342048497,343942.86115040665,Germany,331405.31242630776
111040.16231989246,91996.86404904263,33918.529552585955,India,142765.93896842023
105930.1156712013,165423.93997879053,150481.7834734081,Canada,189644.45748353642
48370.45818009034,78056.5622836285,354086.0443226408,Canada,245192.19538687053
18620.55356117984,98551.88546063655,33675.30073438585,Canada,76621.26442202157
179443.15159066534,113815.46579246252,291085.2300881366,India,347780.44053202553
180083.6114326661,126141.55680266826,172941.52847647836,Germany,266377.03889557347
126620.29145465359,86361.45986226204,310457.75888373854,USA,278360.07556073146
67805.95820974013,67225.52371088053,22871.016906256424,Canada,68288.28039905324
69841.91492253217,141593.0063662449,435768.4030761881,India,299698.0283051961
145191.13577404787,93294.58298603837,486744.4845886985,India,382983.94797136856
179422.0519905154,137185.73321339185,484438.9276428457,USA,434260.13551417633
177417.28485302345,73154.40729113035,374825.9158714624,USA,369564.800530154
155975.10917152476,122171.01527822262,65043.12006531598,India,177889.3729397377
128406.32923085755,129888.41488273788,379131.5979645113,Germany,361111.1582109535
16827.992999009766,57773.53052336404,12293.458229400756,USA,31518.71065006603
32325.742818922754,100490.64172908809,11061.775764498627,India,61111.32876914522
179710.83770541585,70162.20154084614,161805.1095747706,USA,230775.6518310154
121285.81193191798,59506.24557091516,244321.5952023329,Germany,188556.51561251655
1839.4103233259295,198494.0348584918,385203.7089038966,Canada,271302.5010953776
20294.30857320642,98353.07674620845,341647.68830325257,USA,231302.09197590261
132700.35382161115,171481.16687819525,222951.35318837417,Germany,263453.7585725703
1012.3167692437373,88196.09821456458,136813.33314083292,India,97015.16379467827
32161.61028349973,152225.40833358938,498562.25007885555,USA,330996.8201203863
109746.75787331723,164034.17898345296,213090.65111798648,USA,212302.06841495208
138379.03953853864,139345.81109117664,225693.51216483774,India,254772.6774936769
130392.2519005201,120736.42828252376,81811.91059583459,Canada,197325.97889552705
44853.861892111956,111776.13712209028,397404.7743749647,India,243032.52937441398
142435.8442695072,102330.2399814493,346841.1128907443,USA,323939.4624987453
47449.81749936001,189429.37163717387,110384.8063943802,India,122849.43259536219
65079.939631853544,174592.91116815936,41190.52280792135,Germany,134365.68610856184
149298.28102360482,194754.03659997688,340249.6510373565,India,347276.8316716056
129926.57980944293,68644.5835228317,327255.6071405676,USA,255859.8061565775
169844.6820988356,159630.12128054665,136629.76349910465,India,275374.4509019282
131522.57846006867,190751.06852315567,475431.78112520516,Canada,385467.4423516432
113661.72066709433,77184.95992484903,75528.94589045012,India,135644.2887160676
18734.953565618496,59974.44010501662,216167.40052130097,Canada,145075.37908926915
73543.1606118867,161168.09739350886,471807.96008379944,Germany,366061.684738036
53040.47353634509,136170.9669769868,209863.65846306115,Canada,167899.06177413475
48797.928675816715,176274.3165137408,319262.9738320428,India,252785.72180775643
194602.11095048912,70965.85649394343,198797.19898139714,USA,284946.3752058844
78619.54493335208,169290.09677898354,137107.60117433502,Canada,196098.5777128071
178409.31103542267,80244.09800716168,491988.82397991413,Germany,416323.92132598825
126227.72519945257,74548.39142985568,204667.0031575215,Canada,218339.6423856131
158962.26070832968,74639.86968964894,447049.6018395672,Canada,356534.76598036767
100527.41862103842,172186.20803470732,114977.3029455431,Canada,191289.32644094198
115380.77692527183,149779.58310443,106552.35201254165,Germany,169071.89223810518
98503.53876377278,128459.8137153679,15567.04144225568,India,66697.28617686429
39048.5975596089,103824.57261852537,325833.4126879425,Canada,234034.15226036933
144490.42305230108,181580.08112196624,184263.17186188058,Canada,280276.6455310949
56154.47248817116,108866.76611339531,432179.12491981854,USA,246414.521573628
4863.193286290768,172489.91592073656,236604.95334577857,Germany,153745.39198394414
129094.45918143356,115870.23628553277,484096.7139573609,Canada,392468.0804295911
35422.13588140979,106541.66441373614,92762.75785156057,Germany,147831.49634926295
188091.71687058287,119401.96785044097,434311.5839778054,Canada,403865.62999400945
190785.71540051748,95206.6811246213,388298.42639587086,India,360779.7310311532
182972.8780440897,162141.40702643766,385460.922322026,India,384093.2568821193
74031.74005108888,125408.05851387187,422391.6140584438,Canada,335541.1450072183
3091.3233057734856,84831.9042720226,380511.99547149945,India,205259.3440794846
185663.71251754506,184936.18599118528,313110.1608157077,Canada,344583.06608624046
85636.82966346286,107583.68320598171,65622.43884119378,India,123940.91766952103
193330.9638087339,131532.9291670983,16263.089745625959,USA,183189.62250475536
192723.99541785056,185970.81664468205,460423.9239078434,USA,442635.8096015027
170601.89109347202,143635.6993870988,308325.15726036904,USA,366228.37049048307
58889.778413917134,67534.70610625461,398268.64548808814,Germany,272968.14276937477
77019.54572038505,190974.81854202127,240761.17575627504,Germany,234241.5999745262
170227.33430337138,144156.20796071267,58654.09448119724,USA,202919.55169319865
63384.40103125553,100235.84219856292,62592.89610127522,Germany,80810.90536127778
33898.5493372185,70890.81089950808,342782.6436144857,India,237439.60008981323
111360.25249167003,169103.7783905444,215152.94744973135,Canada,245839.06529510897
187230.9548321562,143010.91338927703,100262.36335016837,Canada,239209.62128577972
139205.9593349946,130019.16379644822,245797.27337071844,Canada,337131.3046491866
114012.234017873,184083.88745764364,32104.468537567045,USA,168462.24588768874
19435.298754153708,168289.5816836796,290985.7009571994,Germany,196492.14298512286
123001.44533983395,72751.23195991268,134496.70221754882,India,178947.72504450454
198010.77002085265,96758.31016933222,398779.5503185941,India,409794.79841071396
28016.803047304806,87273.37097216985,155180.9794617869,USA,128451.35167114354
103665.93047274735,161591.94388590154,227610.0745409006,India,216449.8052480713
175474.6143855911,55029.86521036691,5810.269954050318,India,178178.36474011219
148153.7235508409,135483.45273069746,36223.44389727944,India,163916.85489774178
139403.1481990536,164368.80286110358,196246.7782033424,India,296422.5040435961
140496.81679742187,181514.84551426242,239969.41735856177,Germany,308437.5770857901
71898.23024395104,101312.26230738612,300010.2740596519,India,228970.96200402756
58718.368852898675,173188.59570080193,145831.2893546516,Canada,197467.24570458755
161872.23109570274,66594.76054328108,347490.9430632713,USA,324578.79478173016
162022.67893583616,176967.84376017773,430061.1985946023,Germany,414794.5690764678
173414.46371602075,69123.29934979737,389925.4944466749,India,364125.9643469828
182648.11051129425,109593.09358405508,19809.412674178573,Germany,171973.98972152374
102268.47977218757,169594.30486693303,240253.47362891448,India,239948.81544593794
100303.25893743992,72487.61410231606,52465.08920908743,Canada,148820.65233681368
159659.03579335503,84387.70928489622,121022.50793126374,USA,206859.28874365395
129992.78615555303,158337.88525895996,493331.29663357325,India,390088.2735540771
140393.37545154066,158005.48048191116,71247.77145075661,India,176237.7786441971
159158.5338872202,146172.1449327946,249444.07672567802,India,304372.4902643228
178001.06836351327,154092.266670065,309077.86715905956,India,384417.9666562228
67599.03137030716,131408.66650213941,351232.485272052,USA,247767.4093978281
75116.5905279888,87769.85883604291,279824.3417434571,USA,226820.79007838762
18796.3879681738,101854.39902558792,4885.42370959183,Canada,76280.55304531992
115656.02819923479,77239.65752021385,163230.65412199593,USA,195719.21905153565
7188.454759348417,186267.58420004425,258855.8216923557,India,200106.38583866452
93119.60362649203,137508.76921491808,43933.24957241668,Canada,116467.0678889398
108528.92694151532,110127.71251454599,175313.46560459037,Canada,216084.3300540242
57308.25042565688,119300.8705466199,16601.55439568328,Canada,86194.75340226214
118166.65211380215,192092.5009417723,39289.24857751037,India,191520.29617592585
6100.049987809885,73002.71046741203,198461.63810079804,Germany,149759.39321216557
7469.637749842884,137934.4748025196,66357.87702153018,India,132326.26399176757
164520.11213193164,125883.3018326699,283770.42413077905,USA,322858.95578500733
72038.12828225258,141718.13531519717,344732.48456863285,USA,279028.11183632095
25412.102530376957,52716.52757312608,400293.3495545414,India,240179.00110505684
104448.65201096087,180818.58634162272,100075.12212240505,India,180778.73271624424
153998.71061972217,189817.74237254186,83741.29112953487,Canada,228784.61364154157
43164.20549936863,134769.97753838135,52283.92016720013,India,95196.28954182878
124578.09516380006,154497.62358153384,318215.12477181834,Canada,308488.54511680163
17069.492998753598,188374.90717659437,353237.8632434506,USA,273138.9488858657
10336.34423372154,156085.79514700978,15793.072412821019,Canada,42860.49883189784
106270.92631362959,72880.8564371392,468106.1231218449,India,363731.6307655488
108127.0243220213,136443.25402502198,25985.641825736206,USA,166769.71792478906
127485.9802996413,141007.25695742838,270648.16765053524,Germany,277253.6746123876
145218.2667445323,113619.6006953579,354530.2597254582,Canada,285088.5254867904
195170.41589250692,160466.63534370842,435484.5618730428,USA,409862.1645117508
103260.06966023907,190155.05221535222,357043.4660662139,Canada,344116.19535712607
64591.29458824919,188835.27693601645,400864.0415348959,USA,308298.2782728746
159037.23895374074,117625.90571061982,169725.09627140302,USA,227394.06636598182
54166.45025241484,66985.70687611328,407412.5568732561,Canada,257039.65227682955
87794.28414112722,197726.17984435018,40057.42319233757,Germany,166394.39339246668
15691.276268453192,175834.71296689013,447408.32803026383,USA,299942.2702839891
5070.148683091502,68699.40218049003,273796.18807686813,USA,156785.39165566038
192529.682935585,188126.28239260585,408648.88498124684,USA,407449.58532057935
167196.02410244115,180484.45430931926,226159.14225915007,Germany,293146.56372344727
139194.8412187396,127825.70856891082,321788.8475982625,Germany,292149.8056548261
81790.58888285398,138691.31536173937,263201.3304680566,India,270948.04473822215
34658.86401416916,109850.40558051954,365794.76087766595,Canada,237133.18394009737
31287.408534217207,58214.2458233047,40814.991015294785,Germany,87244.8664985225
50048.57963291906,100279.58624688514,30176.0419952819,Canada,115637.08161649076
109845.3329412241,170428.01728970173,123551.61700507322,India,220746.69800538564
142919.18454001247,50694.80345069043,79772.34005659417,Canada,160797.5524411532
132039.47534354625,100024.87575367163,435891.78329610085,Germany,361659.53645572107
55986.77938918857,109725.3040386415,109606.99367902215,Canada,132026.59943463607
190973.05613263883,130609.34044068844,487932.62790956564,Germany,417853.5237784978
147579.3833391537,187978.3424619141,168447.89588555341,Canada,265168.14298710594
110870.81050228013,101951.89915489418,91058.95784434964,Germany,141230.9012472711
122344.14924687045,102042.98028443416,394849.2535712396,Germany,349666.4280376777
83920.01248555798,160625.18721646228,329353.88775043807,Canada,270708.1640826362
49546.19790023149,117832.69113347107,249097.8582265695,India,203558.88789096804
71194.53573025232,83690.7234409973,277681.77546881564,USA,226569.4907818317
151569.22209287382,117865.92741990401,359600.8891361319,India,331237.5009942547
2878.6977259511737,71128.55305696998,114227.37066564936,Canada,92489.0854601821
23214.528101383246,76458.0479759335,498166.958028371,India,281094.4427556216
9200.528404350549,124755.16591092196,487396.58107339154,Germany,305911.2089825977
8145.760463794028,112838.81742568218,325162.8431734684,USA,176030.08158053912
171092.11680220143,187226.885160215,99771.22546457256,Canada,245454.96331304018
140731.57187600475,104359.08486749497,340114.12121564563,Canada,352728.62355004076
94834.76581746504,137088.25254170652,36099.20448958792,Canada,115037.26416916646
19566.832130200295,144839.64318792956,15326.251102903032,USA,53213.58480149359
98323.17502336646,51964.16848825005,128841.44425560684,Germany,168946.66968614992
94694.35415611314,149530.6058025066,231311.47836965814,Canada,239862.0398892635
34640.37398200304,76705.3950304627,434136.25270419026,India,274804.6460323076
86770.3298475946,194160.54762041828,363584.53488315403,Canada,319240.4382087315
79700.9468794747,72299.40916296694,371353.2605999905,Canada,283821.6399237005
123170.0196104433,112193.61855905356,212746.66722403766,Canada,260761.43170721404
127018.73017352876,62802.450211796575,172967.49627348146,Canada,215135.84047767296
9060.801954408904,199531.1377768921,185519.38149230136,Germany,155042.52055037458
74922.52292529424,125329.25154968639,493824.7818680289,India,357900.6587632104
125171.98314284728,139307.75259800657,20054.59570624124,Germany,189954.84884470474
100627.25171601753,60061.471608264124,433515.7480612243,India,312625.4419582539
171297.96823766446,162494.07055987668,289337.70428619673,Canada,310964.8618077801
131738.72632378901,81485.83896433786,219307.70959479522,USA,261632.20093146962
32586.88541628594,184708.14341610705,362628.83020756824,Germany,260388.74318257303
14113.74948008597,80770.94607230107,243334.47071235144,USA,113736.1278416541
128483.85564126313,78603.15809954998,436711.6190408303,Germany,361672.275006299
5302.262108324363,55482.45017721423,450350.93200562923,Canada,235355.44702355991
117155.11625469266,120810.04176649988,210860.4634367277,Germany,233586.67160598474
188046.04828499153,134726.16998939245,138413.8986175258,Canada,266701.24554495414
115094.83557517579,59856.295914252856,296175.1642966811,Germany,261930.33297833838
77633.98524130438,166329.1425042516,456181.67280834547,Canada,354285.8036912725
128657.64368847063,117993.32521220414,105331.0945028333,Canada,182279.93235445756
91650.57809830333,128658.54039913701,311483.29178174137,India,277921.7864527761
109123.35786318699,116114.41204073423,315780.1100462603,Canada,274832.1313742217
188292.96175530503,110114.4591312989,366556.51120764046,India,381723.172365204
77220.52756015485,133946.0496962327,65783.8425636299,Canada,147159.5079190697
192238.11276478285,73286.03688960688,357912.4823410443,USA,336023.7684083386
181070.12839121275,77289.21957429068,454516.2603328205,Canada,417020.6410751683
39158.22695785929,179267.84315202758,89841.55443512098,USA,119308.44282717523
13872.26017503309,191917.31932004492,118771.66246193882,USA,144219.99113263225
20155.60027548533,105996.39744196294,485697.5470208198,Canada,298117.91923141386
3644.3651303099455,90611.70097153306,90488.47635474488,USA,112106.91410898278
18888.59215118568,146599.93148585234,427192.5466847896,India,268217.806861662
136601.35468327138,111310.12566471446,246138.9282240174,Germany,258757.24963567618
14237.729692045797,53807.95334905173,123615.53720158852,Canada,88951.94624139175
63795.12605875226,73422.88960492855,435374.9506362557,USA,284686.8473899227
168975.06219389092,157395.83432710962,222652.62750133275,Canada,309723.951842753
4654.387147165173,148838.5912865227,257408.6769648451,India,144753.21341737974
162893.69651778715,54064.39887552252,179616.68469988284,Canada,215268.97084390084
56370.95495467998,83295.82428994242,296475.4257174637,Canada,196967.1656778747
23632.96552433125,84661.21948821071,81761.93629251138,USA,104191.85825165542
139347.43307283014,150783.91153980925,195540.76832588034,India,288695.77153478557
125788.5693559768,52956.58066315462,484706.16116764373,Germany,356781.92589680024
175494.40270541058,65616.28729768608,129066.71635056377,Germany,221237.33206511597
147014.20876077717,169987.41280597838,328368.3322706461,USA,334192.80024800193
160696.18607696972,76781.69930815004,162595.03211234743,Canada,256126.54076235832
56406.9145142613,147911.9161777812,386736.56284330034,USA,264320.3252025821
35487.90875594456,85727.41715700898,65436.83035917491,USA,91594.3469861415
150122.95032817166,64916.20891390178,484910.5225392724,USA,401532.43680199265
161366.9478534528,86475.82864991811,226894.77069181963,Canada,278505.5756224444
198101.02840013467,158340.03977834887,118025.23167323197,India,268787.0828222032
82523.53538228529,178354.47021594286,36748.37366500633,USA,157920.2780544571
74403.61715855663,174532.97968504875,84878.95254377037,Canada,100257.61804426037
155282.59214839936,109577.52944276822,259886.97427800883,India,300600.3260811725
68160.70805060357,150212.7704855969,168501.58821564316,USA,170761.67803143503
186151.46512071294,80747.64431237314,414441.68294130475,Germany,343753.6489238055
